roundId,price,startedAt,updatedAt,answeredInRound
18446744073709574894,344310000,1720505324,1720505324,18446744073709574894
18446744073709574893,342140200,1720504871,1720504871,18446744073709574893
18446744073709574892,343864206,1720504571,1720504571,18446744073709574892
18446744073709574891,341990102,1720503551,1720503551,18446744073709574891
18446744073709574890,343921520,1720501780,1720501780,18446744073709574890
18446744073709574889,345790000,1720500969,1720500969,18446744073709574889
18446744073709574888,343830000,1720500519,1720500519,18446744073709574888
18446744073709574887,345674449,1720499561,1720499561,18446744073709574887
18446744073709574886,343702908,1720499079,1720499079,18446744073709574886
18446744073709574885,341489880,1720498719,1720498719,18446744073709574885
18446744073709574884,343241638,1720497158,1720497158,18446744073709574884
18446744073709574883,340735655,1720496798,1720496798,18446744073709574883
18446744073709574882,337235913,1720496440,1720496440,18446744073709574882
18446744073709574881,335476804,1720494939,1720494939,18446744073709574881
18446744073709574880,337210000,1720494757,1720494757,18446744073709574880
18446744073709574879,339028788,1720493887,1720493887,18446744073709574879
18446744073709574878,336596780,1720493256,1720493256,18446744073709574878
18446744073709574877,334660000,1720492508,1720492508,18446744073709574877
18446744073709574876,332933728,1720491518,1720491518,18446744073709574876
18446744073709574875,331043855,1720490615,1720490615,18446744073709574875
18446744073709574874,333058525,1720489145,1720489145,18446744073709574874
18446744073709574873,335068672,1720488905,1720488905,18446744073709574873
18446744073709574872,336988196,1720488727,1720488727,18446744073709574872
18446744073709574871,339790000,1720488095,1720488095,18446744073709574871
18446744073709574870,341654659,1720488004,1720488004,18446744073709574870
18446744073709574869,343533055,1720487974,1720487974,18446744073709574869
18446744073709574868,345495547,1720487584,1720487584,18446744073709574868
18446744073709574867,343254490,1720487464,1720487464,18446744073709574867
18446744073709574866,341520000,1720487434,1720487434,18446744073709574866
18446744073709574865,339255891,1720487314,1720487314,18446744073709574865
18446744073709574864,336130000,1720486624,1720486624,18446744073709574864
18446744073709574863,334403310,1720485513,1720485513,18446744073709574863
18446744073709574862,331475626,1720485063,1720485063,18446744073709574862
18446744073709574861,334290901,1720483562,1720483562,18446744073709574861
18446744073709574860,332160000,1720483292,1720483292,18446744073709574860
18446744073709574859,333871582,1720481944,1720481944,18446744073709574859
18446744073709574858,335550000,1720481221,1720481221,18446744073709574858
18446744073709574857,337957910,1720480681,1720480681,18446744073709574857
18446744073709574856,336060000,1720478282,1720478282,18446744073709574856
18446744073709574855,338128504,1720477410,1720477410,18446744073709574855
18446744073709574854,336169742,1720476150,1720476150,18446744073709574854
18446744073709574853,337880000,1720474889,1720474889,18446744073709574853
18446744073709574852,339590000,1720474709,1720474709,18446744073709574852
18446744073709574851,337797745,1720474379,1720474379,18446744073709574851
18446744073709574850,335914166,1720473779,1720473779,18446744073709574850
18446744073709574849,338348341,1720473479,1720473479,18446744073709574849
18446744073709574848,335514400,1720472998,1720472998,18446744073709574848
18446744073709574847,333390000,1720472248,1720472248,18446744073709574847
